LOCAL ID,UNIQUE ID,SRCE_OR_RF,BENZNE_C,BENZNE_Q,BENZNE_D,2BZTPN_C,2BZTPN_Q,2BZTPN_D,2BZTPN_T_C,2BZTPN_T_Q,2BZTPN_T_D,C1DIBZTPNC,C1DIBZTPNQ,C1DIBZTPND,C2DIBZTPNC,C2DIBZTPNQ,C2DIBZTPND,C3DIBZTPNC,C3DIBZTPNQ,C3DIBZTPND,2BZFRN_T_C,2BNZFRN_Q,2BNZFRN_D,NAPHTHLN_C,NAPHTHLN_Q,NAPHTHLN_D,NPHTLN_T_C,NPHTLN_T_Q,NPHTLN_T_D,C1NPHTLN_C,C1NPHTLN_Q,C1NPHTLN_D,1MTYLNAP_C,1MTYLNAP_Q,1MTYLNAP_D,2MTYLNAP_C,2MTYLNAP_Q,2MTYLNAP_D,C2NPHTLN_C,C2NPHTLN_Q,C2NPHTLN_D,C3NPHTLN_C,C3NPHTLN_Q,C3NPHTLN_D,C4NPHTLN_C,C4NPHTLN_Q,C4NPHTLN_D,BIPHENYL_C,BIPHENYL_Q,BIPHENYL_D,ACNPHTHN_C,ACNPHTHN_Q,ACNPHTHN_D,ACNPHTYL_C,ACNPHTYL_Q,ACNPHTYL_D,FLUORENE_C,FLUORENE_Q,FLUORENE_D,C1FLORNE_C,C1FLORNE_Q,C1FLORNE_D,C2FLORNE_C,C2FLORNE_Q,C2FLORNE_D,C3FLORNE_C,C3FLORNE_Q,C3FLORNE_D,PHNANTHR_C,PHNANTHR_Q,PHNANTHR_D,1MT_PHE_C,1M_PHE_COM,1MT_PHE_Q,1MT_PHE_D,C2PHNANT_C,C2_PHE_COM,C2PHNANT_Q,C2PHNANT_D,C3PHNANT_C,C3_PHE_COM,C3PHNANT_Q,C3PHNANT_D,C4PHNANT_C,C4_PHE_COM,C4PHNANT_Q,C4PHNANT_D,ANTHRACN_C,ANTHRACN_Q,ANTHRACN_D,BZ_A_ANT_C,BZ_A_ANT_Q,BZ_A_ANT_D,2_AH_ANT_C,2_AH_ANT_Q,2_AH_ANT_D,PYRENE_C,PYRENE_Q,PYRENE_D,C1PYRENE_C,C1PYRENE_Q,C1PYRENE_D,BZ_A_PYR_C,BZ_A_PYR_Q,BZ_A_PYR_D,BZ_E_PYR_C,BZ_E_PYR_Q,BZ_E_PYR_D,IN_123_PYC,IN_123_PYQ,IN_123_PYD,3_4BNZPY_C,3_4BNZPY_Q,3_4BNZPY_D,FLORNTHN_C,FLORNTHN_Q,FLORNTHN_D,C1FLRNTHNC,C1FLRNTHNQ,C1FLRNTHND,BZ_B_FLUOC,BZ_B_FLUOQ,BZ_B_FLUOD,BZ_K_FLUOC,BZ_K_FLUOQ,BZ_K_FLUOD,CHRYSENE_C,CHRYSENE_Q,CHRYSENE_D,CHRYS_C1_C,CHRYS_C1_Q,CHRYS_C1_D,CHRYS_C2_C,CHRYS_C2_Q,CHRYS_C2_D,CHRYS_C3_C,CHRYS_C3_Q,CHRYS_C3_D,CHRYS_C4_C,CHRYS_C4_Q,CHRYS_C4_D,PERYLENE_C,PERYLENE_Q,PERYLENE_D,BNZ_G_PYLC,BZ_G_PYL_Q,BZ_G_PYL_D,B_GHI_PYLC,B_GHI_PYLQ,B_GHI_PYLD
NA,US02101,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,US02102,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,0,<,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,460,0,<,460,0,<,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,460,0,<,460,0,<,460,0,<,460,NA,NA,NA,0,<,460,NA,NA,NA,0,<,460,NA,NA,NA,0,<,46,NA,NA,NA,0,<,460,0,<,460,0,<,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,460
NA,US02103,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,0,<,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,450,0,<,450,0,<,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,450,0,<,450,0,<,450,0,<,47,NA,NA,NA,0,<,450,NA,NA,NA,0,<,450,NA,NA,NA,0,<,76,NA,NA,NA,0,<,450,0,<,450,0,<,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,450
NA,US02104,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,0,<,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,490,0,<,490,0,<,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,490,0,<,490,0,<,490,0,<,490,NA,NA,NA,0,<,490,NA,NA,NA,0,<,490,NA,NA,NA,0,<,75,NA,NA,NA,0,<,490,0,<,490,0,<,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,490
NA,US02105,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,US02106,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,US02107,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830,US02108,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,0,<,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,480,0,<,480,0,<,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,480,0,<,78,0,<,480,0,<,110,NA,NA,NA,0,<,480,NA,NA,NA,0,<,480,NA,NA,NA,0,<,150,NA,NA,NA,0,<,480,0,<,480,0,<,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,480
NA,US02109,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,0,<,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,460,0,<,460,0,<,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,460,0,<,68,0,<,460,0,<,87,NA,NA,NA,0,<,460,NA,NA,NA,0,<,460,NA,NA,NA,0,<,110,NA,NA,NA,0,<,49,0,<,58,0,<,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,460
NA,US02110,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,0,<,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,480,0,<,480,0,<,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,480,0,<,63,0,<,480,0,<,92,NA,NA,NA,0,<,480,NA,NA,NA,0,<,480,NA,NA,NA,0,<,110,NA,NA,NA,0,<,480,0,<,480,0,<,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,480
NA,US02111,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,US02112,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,US02113,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
831,US02114,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,0,<,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,440,0,<,440,0,<,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,440,0,<,74,0,<,440,0,<,74,NA,NA,NA,0,<,440,NA,NA,NA,0,<,440,NA,NA,NA,0,<,140,NA,NA,NA,0,<,64,0,<,54,0,<,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,440
NA,US02115,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,0,<,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,420,0,<,420,0,<,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,43,0,<,110,0,<,420,0,<,100,NA,NA,NA,0,<,100,NA,NA,NA,0,<,420,NA,NA,NA,0,<,210,NA,NA,NA,0,<,68,0,<,100,0,<,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,420
NA,US02116,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,0,<,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,420,0,<,420,0,<,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,420,0,<,81,0,<,420,0,<,73,NA,NA,NA,0,<,420,NA,NA,NA,0,<,420,NA,NA,NA,0,<,120,NA,NA,NA,0,<,420,0,<,420,0,<,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,420
NA,US02117,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,US02118,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,US02119,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,US02120,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,0,<,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,510,0,<,510,0,<,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,98,0,<,310,0,<,510,0,<,240,NA,NA,NA,0,<,150,NA,NA,NA,0,<,510,NA,NA,NA,0,<,550,NA,NA,NA,0,<,160,0,<,280,0,<,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,510
NA,US02121,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,0,<,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,480,0,<,480,0,<,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,58,0,<,150,0,<,480,0,<,170,NA,NA,NA,0,<,120,NA,NA,NA,0,<,480,NA,NA,NA,0,<,360,NA,NA,NA,0,<,78,0,<,170,0,<,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,480
NA,US02122,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,0,<,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,470,0,<,470,0,<,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,470,0,<,74,0,<,470,0,<,76,NA,NA,NA,0,<,470,NA,NA,NA,0,<,470,NA,NA,NA,0,<,140,NA,NA,NA,0,<,70,0,<,48,0,<,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,470
NA,US02123,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,US02124,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,US02125,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,US02126,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,0,<,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,430,0,<,430,0,<,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,430,0,<,74,0,<,430,0,<,75,NA,NA,NA,0,<,430,NA,NA,NA,0,<,430,NA,NA,NA,0,<,170,NA,NA,NA,0,<,55,0,<,81,0,<,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,430
NA,US02127,"NET Atlantic, 1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,0,<,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,470,0,<,470,0,<,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,470,0,<,470,0,<,470,0,<,470,NA,NA,NA,0,<,470,NA,NA,NA,0,<,470,NA,NA,NA,0,<,65,NA,NA,NA,0,<,470,0,<,470,0,<,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,<,470
