Short Field Name,LOCAL_ID,UNIQUE_ID,SRCE_OR_RF,ORGTST_LAB,ORGLB_ID,ORGLB_JOB,AN_TECH_OR,AN_COM_ORG,REPNO_ORG,TOTREP_ORG,TESTDT_ORG,TESTDAY_OR,TESTMO_OR,TESTYR_OR,TVS_EP_PCT,TVS_EPA_Q,TVS_ND_PCT,VS_NED_PCT,VS_NED_Q,O_G_PCT,O_G_UGG,O_AND_G_Q,O_AND_G_DL,PHCTOT_PCT,PHCTOT_UGG,PHC_Q,PHC_DL,PCB_T_UGG,PCB_TOT_Q,PCB_TOT_DL,DDT_T_NGG,DDT_TOT_Q,DDT_TOT_DL,DDE_T_NGG,DDE_TOT_Q,DDE_TOT_DL,DDD_T_NGG,DDD_TOT_Q,DDD_TOT_DL,PEST_UG_G,PEST_TOT_Q,PEST_T_DL,PAHTOT_PCT,PAHTOT_UGG,PAH_Q,PAH_DL,LIPIDS_NGG,OTHERS,CLOST_SP_G,CLOSTR_Q,CLOSTR_DL,MBT_C,MBT_Q,MBT_D,DBT_C,DBT_Q,DBT_D,TBT_C,TBT_Q,TBT_D,TTBT_C,TTBT_Q,TTBT_D
NA,NA,US02234,"SAIC, 1990",NED Laboratory,16-11(10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02235,"SAIC, 1990",NED Laboratory,16-11(10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02236,"SAIC, 1990",NED Laboratory,16-11(10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02237,"SAIC, 1990",NED Laboratory,16-11(10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02238,"SAIC, 1990",NED Laboratory,16-11(10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02239,"SAIC, 1990",NED Laboratory,16-11(10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02240,"SAIC, 1990",NED Laboratory,16-11(10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02241,"SAIC, 1990",NED Laboratory,16-11(10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02242,"SAIC, 1990",NED Laboratory,16-11(10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02243,"SAIC, 1990",NED Laboratory,16-11(10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02244,"SAIC, 1990",NED Laboratory,17-14 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02245,"SAIC, 1990",NED Laboratory,17-14 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02246,"SAIC, 1990",NED Laboratory,17-14 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02247,"SAIC, 1990",NED Laboratory,17-14 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02248,"SAIC, 1990",NED Laboratory,17-14 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02249,"SAIC, 1990",NED Laboratory,17-14 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02250,"SAIC, 1990",NED Laboratory,17-14 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02251,"SAIC, 1990",NED Laboratory,17-14 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02252,"SAIC, 1990",NED Laboratory,17-14 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02253,"SAIC, 1990",NED Laboratory,17-14 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02254,"SAIC, 1990",NED Laboratory,17-14 (10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02255,"SAIC, 1990",NED Laboratory,17-14 (10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02256,"SAIC, 1990",NED Laboratory,17-14 (10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02257,"SAIC, 1990",NED Laboratory,17-14 (10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02258,"SAIC, 1990",NED Laboratory,17-14 (10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02259,"SAIC, 1990",NED Laboratory,17-14 (10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02260,"SAIC, 1990",NED Laboratory,17-14 (10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02261,"SAIC, 1990",NED Laboratory,17-14 (10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02262,"SAIC, 1990",NED Laboratory,17-14 (10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02263,"SAIC, 1990",NED Laboratory,17-14 (10 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02264,"SAIC, 1990",NED Laboratory,FG23 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02265,"SAIC, 1990",NED Laboratory,FG23 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02266,"SAIC, 1990",NED Laboratory,FG23 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02267,"SAIC, 1990",NED Laboratory,FG9 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02268,"SAIC, 1990",NED Laboratory,FG9 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02269,"SAIC, 1990",NED Laboratory,FG9 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02270,"SAIC, 1990",NED Laboratory,FG11 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02271,"SAIC, 1990",NED Laboratory,FG11 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02272,"SAIC, 1990",NED Laboratory,FG11 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02273,"SAIC, 1990",NED Laboratory,12-0 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02274,"SAIC, 1990",NED Laboratory,12-0 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02275,"SAIC, 1990",NED Laboratory,12-0 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02276,"SAIC, 1990",NED Laboratory,14-9 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02277,"SAIC, 1990",NED Laboratory,14-9 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,US02278,"SAIC, 1990",NED Laboratory,14-9 (2 cm),NA,"PCB, PAH by EC-GC; 83EPA method, #600-4-79-020. Work by SAIC.","TOC, total petrol hydrocarb, PCB's; Specific PAH's not entered - mostly ""non-detect"" and reported detection limits suspicious",3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
